nr,Name,Plate,Fibre Volume Fraction,Lab,Laminate ,Cut angle ,Manufacturer,Geometry,Material,taverage,wmax,wmin,waverage,area,Lnominal,Lmeasured,Lgauge,Radius (waist),TG and phase,Phase,start date,end date,Test type,R-value1,Fmax,Ferror,Fstatic,Ffatigue,"Fmax, 90",epsmax,epsstatic,epsfatigue,eps90,eps45,Nu,smax,"smax,static","smax, fatigue",shear strain,shear strength,shear modulus (near other moduli),Torquemax,Torquefatigue,Torquestatic,Ncycles,level,levelcalc,Nspectrum,failure mode,runout,R-value2,Fmax2,epsmax2,smax2,Ncycles2,ratedisplacement,f,f2,Eit,Eic,Eft,Efc,"Elur,front","Elur, back",eps_max_t,eps_max_c,Machine,control,grip,ABG,Temp.,Temp. control,Environment,Reference document,Remarks,Invalid ,Bending ,Buckling ,Overheating,Tab failure ,Delaminated ,Incomplete measurement data ,Strain from E ,LUR,TEC,data delivered under name,Repair characteristics,Strain measurement equipment (long),Strain measurement equipment (short),Grip pressure,time per test
1386,GEV213_R0390_0326,112,55.05,UP,UD3,90,LM,R0390,GE1,6.31,25.15,25.13,25.14,158.70,145,,,,TG 2 phase I,I,17/12/2003,17/12/2003,CA,10,-21.72,,,-21.72,,-1.18,,-1.18,,,,-136.84,,-136.84,,,,#WAARDE!,,,5177,1b,1b,,c,,,,,,,,2.73,,,15.52,,,,,,,"250 kN MTS, UP",l,h,n,,fan,"d, RT",OB_TG2_R021,,,,,,,,,,,,,,"Strain gauge:   HBM 6/350 LY11, Middle, Center, BTB","SG, M, C, BTB",50,0.53
1387,GEV213_R0390_0325,112,55.05,UP,UD3,90,LM,R0390,GE1,6.04,25.14,25.12,25.13,151.81,145,,,,TG 2 phase I,I,21/12/2003,28/12/2003,CA,10,-17.46,,,-17.46,,-0.79,,-0.79,,,,-115.01,,-115.01,,,,#WAARDE!,,,2414948,3,3,,c,,,,,,,,3.86,,,16.61,,,,,,,"250 kN MTS, UP",l,h,n,27.5,fan,"d, RT",OB_TG2_R021,,,,,,,,,,,,,,"Strain gauge:   HBM 6/350 LY11, Middle, Center, BTB","SG, M, C, BTB",50,173.79
1388,GEV213_R0390_0315,112,55.05,UP,UD3,90,LM,R0390,GE1,6.09,25.11,25.09,25.10,152.94,145,,,,TG 2 phase I,I,16/12/2003,16/12/2003,CA,-1,7.18,,,7.18,,0.33,,0.33,,,,46.93,,46.93,,,,#WAARDE!,,,235,1,1,,t,,,,,,,,0.84,,14.68,14.99,,,,,,,"250 kN MTS, UP",l,h,n,,fan,"d, RT",OB_TG2_R021,,,,,,x,,,,,,,,"Strain gauge:   HBM 6/350 LY11, Middle, Center, BTB","SG, M, C, BTB",50,0.08
1389,GEV213_R0390_0314,112,55.05,UP,UD3,90,LM,R0390,GE1,6.08,25.19,25.16,25.18,153.09,145,,,,TG 2 phase I,I,16/12/2003,16/12/2003,CA,-1,7.18,,,7.18,,0.34,,0.34,,,,46.93,,46.93,,,,#WAARDE!,,,195,1,1,,t,,,,,,,,0.84,,14.44,14.58,,,,,,,"250 kN MTS, UP",l,h,n,,fan,"d, RT",OB_TG2_R021,,,,,,x,,,,,,,,"Strain gauge:   HBM 6/350 LY11, Middle, Center, BTB","SG, M, C, BTB",50,0.06
1390,GEV213_R0390_0310,112,55.05,UP,UD3,90,LM,R0390,GE1,6.00,25.18,25.11,25.14,150.74,145,,,,TG 2 phase I,I,05/01/2004,05/01/2004,CA,10,-17.19,,,-17.19,,,,,,,,-114.05,,-114.05,,,,#WAARDE!,,,1562675,3,3,,c,,,,,,,,4.94,,,14.91,,,,,,,"250 kN MTS, UP",l,h,n,,fan,"d, RT",OB_TG2_R021,,,,,,,,,,,,,,"Strain gauge:   HBM 6/350 LY11, Middle, Center, BTB","SG, M, C, BTB",50,87.87
1391,GEV213_R0390_0305,112,55.05,UP,UD3,90,LM,R0390,GE1,6.17,25.01,24.97,24.99,154.11,145,,,,TG 2 phase I,I,16/12/2003,16/12/2003,CA,-1,4.15,,,4.15,,0.17,,0.17,,,,26.95,,26.95,,,,#WAARDE!,,,10781,2,2,,t,,,,,,,,2.54,,15.54,16.08,,,,,,,"250 kN MTS, UP",l,h,n,,fan,"d, RT",OB_TG2_R021,Strain was below 2500 με,,,,,x,,,,,,,,"Strain gauge:   HBM 6/350 LY11, Middle, Center, BTB","SG, M, C, BTB",50,1.18
1392,GEV213_R0390_0301,112,55.05,UP,UD3,90,LM,R0390,GE1,6.07,25.08,25.04,25.06,152.03,145,,,,TG 2 phase I,I,18/12/2003,18/12/2003,CA,10,-20.80,,,-20.80,,,,,,,,-136.84,,-136.84,,,,#WAARDE!,,,32399,1b,1b,,c,,,,,,,,2.73,,,16.05,,,,,,,"250 kN MTS, UP",l,h,n,,fan,"d, RT",OB_TG2_R021,,,,,,,,,,,,,,"Strain gauge:   HBM 6/350 LY11, Middle, Center, BTB","SG, M, C, BTB",50,3.30
1393,GEV213_R0390_0300,112,55.05,UP,UD3,90,LM,R0390,GE1,6.10,25.07,25.05,25.06,152.80,145,,,,TG 2 phase I,I,18/12/2003,18/12/2003,CA,10,-20.91,,,-20.91,,,,,,,,-136.84,,-136.84,,,,#WAARDE!,,,10390,1b,1b,,c,,,,,,,,2.73,,,16.62,,,,,,,"250 kN MTS, UP",l,h,n,,fan,"d, RT",OB_TG2_R021,,,,,,,,,,,,,,"Strain gauge:   HBM 6/350 LY11, Middle, Center, BTB","SG, M, C, BTB",50,1.06
1394,GEV213_R0390_0296,112,55.05,UP,UD3,90,LM,R0390,GE1,6.17,25.06,24.98,25.02,154.39,145,,,,TG 2 phase I,I,17/12/2003,17/12/2003,CA,10,-28.01,,,-28.01,,-2.31,,-2.31,,,,-181.42,,-181.42,,,,#WAARDE!,,,1,1,3,,c,,,,,,,,0.02,,,15.15,,,,,,,"250 kN MTS, UP",l,h,n,,fan,"d, RT",OB_TG2_R021,Failed during second slow segment,x,,,,,,,,,,,,"Strain gauge:   HBM 6/350 LY11, Middle, Center, BTB","SG, M, C, BTB",50,0.01
1395,GEV213_R0390_0295,112,55.05,UP,UD3,90,LM,R0390,GE1,6.21,24.99,24.93,24.96,155.06,145,,,,TG 2 phase I,I,16/12/2003,16/12/2003,CA,-1,7.28,,,7.28,,0.32,,0.32,,,,46.92,,46.92,,,,#WAARDE!,,,374,1,1,,t,,,,,,,,0.84,,15.21,15.42,,,,,,,"250 kN MTS, UP",l,h,n,,fan,"d, RT",OB_TG2_R021,,,,,,x,,,,,,,,"Strain gauge:   HBM 6/350 LY11, Middle, Center, BTB","SG, M, C, BTB",50,0.12
1396,GEV213_R0390_0294,112,55.05,UP,UD3,90,LM,R0390,GE1,6.06,25.17,25.09,25.13,152.37,145,,,,TG 2 phase I,I,19/12/2003,19/12/2003,CA,0.1,4.57,,,4.57,,0.20,,0.20,,,,30.00,,30.00,,,,#WAARDE!,,,7136,2,2,,t,,,,,,,,3.41,,14.85,,,,,,,,"250 kN MTS, UP",l,h,n,,fan,"d, RT",OB_TG2_R021,Test stopped at n=5 and was restarted. Low fatigue life could be attributed to the interruption. Strain was below 2500 με,,,,,x,,,,,,,,"Strain gauge:   HBM 6/350 LY11, Middle, Center, BTB","SG, M, C, BTB",50,0.58
1397,GEV213_R0390_0291,112,55.05,UP,UD3,90,LM,R0390,GE1,6.27,25.02,24.90,24.97,156.46,145,,,,TG 2 phase I,I,16/12/2003,16/12/2003,CA,-1,7.34,,,7.34,,0.33,,0.33,,,,46.93,,46.93,,,,#WAARDE!,,,545,1,1,,t,,,,,,,,0.84,,14.64,14.88,,,,,,,"250 kN MTS, UP",l,h,n,,fan,"d, RT",OB_TG2_R021,,,,,,x,,,,,,,,"Strain gauge:   HBM 6/350 LY11, Middle, Center, BTB","SG, M, C, BTB",50,0.18
1398,GEV208_I1000_0027,153,52.53,UP,MD3,0,LM,I1000,GE1,3.79,25.36,25.26,25.33,95.99,250,,,,TG 2 phase I,I,26/04/2004,26/04/2004,STT,,10.65,,10.65,,,,,,,,0.5263,110.93,110.93,,3.61,55.47,4.23,,,,1,,,,t,,,,,,,2,,,13.86,,,,,,0.0080,#DELING.DOOR.0!,"100 kN Mayes DH 100S, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1399,GEV208_I1000_0025,153,52.53,UP,MD3,0,LM,I1000,GE1,3.82,25.30,25.24,25.26,96.59,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,11.06,,11.06,,,,,,,,0.5276,114.50,114.50,,3.48,57.25,4.32,,,,1,,,,t,,,,,,,2,,,14.40,,,,,,0.0080,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1400,GEV208_I1000_0024,153,52.53,UP,MD3,0,LM,I1000,GE1,3.84,25.28,25.18,25.23,96.87,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,10.78,,10.78,,,,,,,,0.5389,111.32,111.32,,3.35,55.66,4.28,,,,1,,,,t,,,,,,,2,,,14.48,,,,,,0.0077,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1401,GEV208_I1000_0023,153,52.53,UP,MD3,0,LM,I1000,GE1,3.81,25.33,25.22,25.27,96.38,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,10.48,,10.48,,,,,,,,0.499,108.70,108.70,,2.91,54.35,4.27,,,,1,,,,t,,,,,,,2,,,14.33,,,,,,0.0076,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1402,GEV208_I1000_0022,153,52.53,UP,MD3,0,LM,I1000,GE1,3.81,25.33,25.29,25.31,96.52,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,10.87,,10.87,,,,,,,,0.5233,112.65,112.65,,3.78,56.32,4.03,,,,1,,,,t,,,,,,,2,,,13.64,,,,,,0.0083,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1403,GEV208_I1000_0021,153,52.53,UP,MD3,0,LM,I1000,GE1,3.80,25.30,25.27,25.28,95.99,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,10.99,,10.99,,,,,,,,0.5111,114.47,114.47,,3.23,57.23,4.27,,,,1,,,,t,,,,,,,2,,,14.23,,,,,,0.0080,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1404,GEV208_I1000_0020,153,52.53,UP,MD3,0,LM,I1000,GE1,3.80,25.32,25.30,25.31,96.25,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,11.06,,11.06,,,,,,,,0.4826,114.91,114.91,,3.60,57.45,4.23,,,,1,,,,t,,,,,,,2,,,14.09,,,,,,0.0082,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1405,GEV208_I1000_0019,153,52.53,UP,MD3,0,LM,I1000,GE1,3.80,25.33,25.29,25.31,96.25,250,,,,TG 2 phase I,I,05/04/2004,05/04/2004,STT,,11.11,,11.11,,,,,,,,,115.43,115.43,,,57.71,,#DELING.DOOR.0!,,,1,,,,t,,,,,,,2,,,,,,,,,,,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,No strain measurements,,,,,,,x,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1406,GEV208_I1000_0018,153,52.53,UP,MD3,0,LM,I1000,GE1,3.81,25.29,25.27,25.28,96.22,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,10.54,,10.54,,,,,,,,0.5587,109.54,109.54,,3.39,54.77,4.21,,,,1,,,,t,,,,,,,2,,,14.26,,,,,,0.0077,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1407,GEV208_I1000_0017,152,52.44,UP,MD3,0,LM,I1000,GE1,3.83,25.38,25.35,25.37,97.15,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,10.88,,10.88,,,,,,,,0.5452,112.03,112.03,,3.37,56.01,4.20,,,,1,,,,t,,,,,,,2,,,14.14,,,,,,0.0079,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1408,GEV208_I1000_0016,152,52.44,UP,MD3,0,LM,I1000,GE1,3.81,25.27,25.22,25.24,96.08,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,10.94,,10.94,,,,,,,,0.5896,113.82,113.82,,3.32,56.91,4.29,,,,1,,,,t,,,,,,,2,,,14.78,,,,,,0.0077,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1409,GEV208_I1000_0015,152,52.44,UP,MD3,0,LM,I1000,GE1,3.85,25.29,25.26,25.27,97.22,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,11.24,,11.24,,,,,,,,0.4797,115.62,115.62,,3.63,57.81,4.28,,,,1,,,,t,,,,,,,2,,,14.36,,,,,,0.0081,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1410,GEV208_I1000_0014,152,52.44,UP,MD3,0,LM,I1000,GE1,3.78,25.25,25.21,25.23,95.38,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,10.68,,10.68,,,,,,,,0.5713,112.01,112.01,,2.85,56.01,4.36,,,,1,,,,t,,,,,,,2,,,14.75,,,,,,0.0076,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1411,GEV208_I1000_0013,152,52.44,UP,MD3,0,LM,I1000,GE1,3.83,25.29,25.26,25.28,96.82,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,11.16,,11.16,,,,,,,,0.4935,115.26,115.26,,3.13,57.63,4.40,,,,1,,,,t,,,,,,,2,,,14.12,,,,,,0.0082,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1412,GEV208_I1000_0012,152,52.44,UP,MD3,0,LM,I1000,GE1,3.83,25.33,25.29,25.31,96.84,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,10.68,,10.68,,,,,,,,0.5097,110.33,110.33,,3.42,55.16,4.03,,,,1,,,,t,,,,,,,2,,,13.54,,,,,,0.0081,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1413,GEV208_I1000_0011,152,52.44,UP,MD3,0,LM,I1000,GE1,3.84,25.34,25.31,25.33,97.17,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,11.16,,11.16,,,,,,,,0.595,114.81,114.81,,3.60,57.40,4.24,,,,1,,,,t,,,,,,,2,,,14.18,,,,,,0.0081,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1414,GEV208_I1000_0010,152,52.44,UP,MD3,0,LM,I1000,GE1,3.83,25.34,25.33,25.34,96.95,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,10.77,,10.77,,,,,,,,0.5223,111.10,111.10,,3.06,55.55,4.37,,,,1,,,,t,,,,,,,2,,,14.91,,,,,,0.0075,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1415,GEV208_I1000_0009,152,52.44,UP,MD3,0,LM,I1000,GE1,3.85,25.29,25.26,25.28,97.41,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,10.88,,10.88,,,,,,,,0.5742,111.65,111.65,,3.32,55.82,4.07,,,,1,,,,t,,,,,,,2,,,13.24,,,,,,0.0084,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,Loadcell was not zeroed and test was stopped and restarted,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1416,GEV208_I1000_0008,152,52.44,UP,MD3,0,LM,I1000,GE1,3.80,25.30,25.23,25.27,96.04,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,10.62,,10.62,,,,,,,,0.5624,110.54,110.54,,3.97,55.27,4.07,,,,1,,,,t,,,,,,,2,,,13.59,,,,,,0.0081,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1417,GEV208_I1000_0007,152,52.44,UP,MD3,0,LM,I1000,GE1,3.81,25.35,25.33,25.34,96.63,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,10.64,,10.64,,,,,,,,0.569,110.11,110.11,,3.54,55.06,4.25,,,,1,,,,t,,,,,,,2,,,14.21,,,,,,0.0077,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1418,GEV208_I1000_0006,152,52.44,UP,MD3,0,LM,I1000,GE1,3.81,25.31,25.29,25.30,96.30,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,10.41,,10.41,,,,,,,,0.5988,108.08,108.08,,3.19,54.04,4.19,,,,1,,,,t,,,,,,,2,,,13.63,,,,,,0.0079,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,The axial strain gauge measurements were in bad agreement,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1419,GEV208_I1000_0005,152,52.44,UP,MD3,0,LM,I1000,GE1,3.84,25.32,25.30,25.31,97.27,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,10.81,,10.81,,,,,,,,0.5632,111.11,111.11,,3.45,55.55,4.15,,,,1,,,,t,,,,,,,2,,,13.79,,,,,,0.0081,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1420,GEV208_I1000_0004,152,52.44,UP,MD3,0,LM,I1000,GE1,3.80,25.28,25.24,25.25,96.05,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,10.74,,10.74,,,,,,,,0.5293,111.78,111.78,,3.92,55.89,4.17,,,,1,,,,t,,,,,,,2,,,13.96,,,,,,0.0080,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1421,GEV208_I1000_0003,152,52.44,UP,MD3,0,LM,I1000,GE1,3.81,25.30,25.27,25.28,96.32,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,10.59,,10.59,,,,,,,,0.5317,109.97,109.97,,3.12,54.99,4.35,,,,1,,,,t,,,,,,,2,,,14.15,,,,,,0.0078,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1422,GEV208_I1000_0002,152,52.44,UP,MD3,0,LM,I1000,GE1,3.84,25.33,25.32,25.33,97.34,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,11.10,,11.10,,,,,,,,0.5105,114.03,114.03,,3.25,57.02,4.22,,,,1,,,,t,,,,,,,2,,,14.26,,,,,,0.0080,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1423,GEV208_I1000_0001,152,52.44,UP,MD3,0,LM,I1000,GE1,3.79,25.29,25.23,25.25,95.78,250,,,,TG 2 phase I,I,02/04/2004,02/04/2004,STT,,10.63,,10.63,,,,,,,,0.5448,111.00,111.00,,3.14,55.50,4.34,,,,1,,,,t,,,,,,,2,,,14.42,,,,,,0.0077,#DELING.DOOR.0!,"250 kN MTS, UP",d,h,n,,n,"d, RT",OB_TG2_R020,,,,,,,,,,,,,,"Front: Strain gauge:   HBM 6/350 XY11, Middle, Center;  Back: Strain gauge:   HBM 6/350 LY11, Middle, Center","SG, M, C, BTB",100,0.25
1424,GEV207_R0410_0010,99,54.62,UP,MD2,10,LM,R0410,GE1,6.42,25.25,25.23,25.24,162.15,150,,,,TG 2 phase I,I,11/05/2004,11/05/2004,STC,,-71.38,,-71.38,,,-1.82,-1.82,,,,,-440.22,-440.22,,,,,-15009.19,,,1,,,,c,,,,,,,1,,,,29.33,,,,,#DELING.DOOR.0!,-0.0150,"100 kN Mayes DH 100S, UP",d,h,n,,n,"d, RT",OB_TG2_R022,,,,,,,,,,,,,,"Strain gauge:   HBM 6/350 LY11, Middle, Center, BTB","SG, M, C, BTB",150,0.25
1425,GEV207_R0410_0008,99,54.62,UP,MD2,10,LM,R0410,GE1,6.42,25.21,25.21,25.21,161.76,150,,,,TG 2 phase I,I,11/05/2004,11/05/2004,STC,,-69.33,,-69.33,,,-1.74,-1.74,,,,,-428.60,-428.60,,,,,-14445.54,,,1,,,,c,,,,,,,1,,,,29.67,,,,,#DELING.DOOR.0!,-0.0144,"100 kN Mayes DH 100S, UP",d,h,n,,n,"d, RT",OB_TG2_R022,,,,,,,,,,,,,,"Strain gauge:   HBM 6/350 LY11, Middle, Center, BTB","SG, M, C, BTB",150,0.25
1426,GEV207_R0410_0007,99,54.62,UP,MD2,10,LM,R0410,GE1,6.45,25.28,25.25,25.26,162.95,150,,,,TG 2 phase I,I,11/05/2004,11/05/2004,STC,,-67.50,,-67.50,,,-1.58,-1.58,,,,,-414.22,-414.22,,,,,-13720.33,,,1,,,,c,,,,,,,1,,,,30.19,,,,,#DELING.DOOR.0!,-0.0137,"100 kN Mayes DH 100S, UP",d,h,n,,n,"d, RT",OB_TG2_R022,,,,,,,,,,,,,,"Strain gauge:   HBM 6/350 LY11, Middle, Center, BTB","SG, M, C, BTB",150,0.25
1427,GEV207_R0410_0006,99,54.62,UP,MD2,10,LM,R0410,GE1,6.46,25.19,25.15,25.17,162.54,150,,,,TG 2 phase I,I,11/05/2004,11/05/2004,STC,,-70.77,,-70.77,,,-1.72,-1.72,,,,,-435.40,-435.40,,,,,-14417.20,,,1,,,,c,,,,,,,1,,,,30.20,,,,,#DELING.DOOR.0!,-0.0144,"100 kN Mayes DH 100S, UP",d,h,n,,n,"d, RT",OB_TG2_R022,,,,,,,,,,,,,,"Strain gauge:   HBM 6/350 LY11, Middle, Center, BTB","SG, M, C, BTB",150,0.25
1428,GEV207_R0460_0009,156,51.25,UP,MD2,60,LM,R0460,GE1,6.58,25.24,25.16,25.21,165.94,150,,,,TG 2 phase I,I,11/05/2004,11/05/2004,STC,,-40.80,,-40.80,,,-1.84,-1.84,,,,,-245.87,-245.87,,,,,-13008.80,,,1,,,,c,,,,,,,1,,,,18.90,,,,,#DELING.DOOR.0!,-0.0130,"100 kN Mayes DH 100S, UP",d,h,n,,n,"d, RT",OB_TG2_R022,,,,,,,,,,,,,,"Strain gauge:   HBM 6/350 LY11, Middle, Center, BTB","SG, M, C, BTB",150,0.25
1429,GEV207_R0460_0008,156,51.25,UP,MD2,60,LM,R0460,GE1,6.47,25.28,25.22,25.25,163.30,150,,,,TG 2 phase I,I,11/05/2004,11/05/2004,STC,,-41.28,,-41.28,,,-1.90,-1.90,,,,,-252.80,-252.80,,,,,-13098.61,,,1,,,,c,,,,,,,1,,,,19.30,,,,,#DELING.DOOR.0!,-0.0131,"100 kN Mayes DH 100S, UP",d,h,n,,n,"d, RT",OB_TG2_R022,,,,,,,,,,,,,,"Strain gauge:   HBM 6/350 LY11, Middle, Center, BTB","SG, M, C, BTB",150,0.25
